00:05:28,93
00:35:48,93
01:06:32,93
01:37:03,93
02:09:12,93
02:39:44,93
03:10:05,93
03:46:42,93
04:17:32,93
04:50:42,93
05:21:45,93
05:52:16,93
06:36:28,94
07:09:02,94
07:39:22,95
08:09:42,95
08:35:08,90
09:00:28,85
09:16:13,84
09:31:33,80
09:46:54,75
10:02:27,76
10:17:53,71
10:33:14,74
10:48:47,68
11:04:50,73
11:15:11,62
11:25:44,64
11:37:05,64
11:47:44,64
12:13:04,59
12:28:25,68
12:43:57,67
12:59:30,74
15:18:49,95
15:33:18,95
16:03:38,95
17:04:09,95
18:04:39,95
19:05:16,94
20:05:35,93
21:05:53,93
22:06:18,93
23:06:36,93
