00:07:26,1
00:07:38,0
01:08:01,1
01:08:13,0
02:08:36,1
02:08:48,0
03:09:11,1
03:09:23,0
04:09:45,1
05:10:14,1
05:10:26,0
06:10:38,1
06:12:44,0
07:10:57,1
07:13:03,0
07:56:35,1
07:58:41,0
09:07:07,1
09:09:13,0
09:28:33,1
09:30:39,0
09:36:13,1
09:38:19,0
09:44:16,1
09:44:40,0
09:46:26,1
09:46:38,0
09:47:10,1
09:50:16,0
10:02:31,1
10:05:37,0
10:13:21,1
10:16:27,0
10:28:44,1
10:31:50,0
10:44:29,1
10:47:29,0
10:59:43,1
11:02:49,0
11:15:16,1
11:18:28,0
11:30:43,1
11:33:49,0
11:46:28,1
11:49:40,0
12:02:14,1
12:05:32,0
12:17:40,1
12:20:46,0
12:33:02,1
12:36:14,0
12:48:35,1
12:51:41,0
13:03:55,1
13:07:01,0
13:19:17,1
13:22:23,0
13:34:37,1
13:37:43,0
13:50:03,1
13:53:22,0
14:05:42,1
14:08:54,0
14:21:20,1
14:24:32,0
14:37:12,1
14:40:18,0
14:57:39,1
15:00:51,0
15:18:13,1
15:20:19,0
15:48:39,1
15:51:45,0
16:08:54,1
16:11:12,0
16:39:20,1
16:41:32,0
17:09:45,1
17:11:57,0
17:40:11,1
17:42:29,0
18:40:42,1
18:43:00,0
19:41:13,1
19:43:31,0
