00:07:07,20
01:07:42,19
02:08:17,19
03:08:52,19
04:09:26,19
05:09:55,19
06:10:29,18
07:10:48,20
07:56:14,31
09:06:58,31
09:28:24,31
09:35:46,32
09:36:03,32
09:44:07,32
09:45:17,32
09:46:48,32
10:02:22,31
10:13:12,31
10:28:33,31
10:44:14,31
10:59:35,32
11:15:07,32
11:30:34,33
11:46:19,34
12:01:46,34
12:17:31,34
12:32:52,33
12:48:26,33
13:03:46,33
13:19:07,34
13:34:28,34
13:49:55,35
14:05:27,35
14:21:12,33
14:36:56,31
14:57:30,31
15:18:03,31
15:48:24,28
16:08:45,28
16:39:11,26
17:09:36,25
17:40:02,24
18:40:33,23
19:41:04,22
